Query_SNP	DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Free cholesterol in large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	2E-57	56.69897000433602		0.0892	[0.078-0.1] unit increase	Affymetrix, Illumina, Perlegen [13387862] (imputed)	N	free cholesterol in large HDL measurement	http://www.ebi.ac.uk/efo/EFO_0022157	GCST90301999	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory decline in normal cognition	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.146504	9E-32	31.045757490560675		0.01503	[0.013-0.018] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90448877	Genome-wide genotyping array
rs429358	2024-08-23	37945700	Smith MC	2023-11-09	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/37945700	The genetics of falling susceptibility and identification of causal risk factors.	Fall	20,789 European ancestry cases, 180,658 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	4E-9	8.397940008672037		0.085	[0.056-0.114] unit decrease	NR [NR] (imputed)	N	fall	http://www.ebi.ac.uk/efo/EFO_0009631	GCST90446655	Genome-wide genotyping array
rs429358	2024-08-19	37947095	Guo Y	2023-11-10	J Am Heart Assoc	www.ncbi.nlm.nih.gov/pubmed/37947095	Genome-Wide Assessment of Shared Genetic Architecture Between Rheumatoid Arthritis and Cardiovascular Diseases.	Cardiovascular disease	44,238 European ancestry cases, 414,900 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	3E-19	18.522878745280337				NR [NR] (imputed)	N	cardiovascular disorder	http://purl.obolibrary.org/obo/MONDO_0004995	GCST90446535	Genome-wide genotyping array
rs429358	2024-08-05	38448586	Karjalainen MK	2024-03-06	Nature	www.ncbi.nlm.nih.gov/pubmed/38448586	Genome-wide characterization of circulating metabolic biomarkers.	Total cholesterol in large HDL	4,435 East Asian ancestry individuals, 11,340 South Asian ancestry individuals, 120,241 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8432	9E-73	72.04575749056067		0.1006	[0.09-0.112] unit increase	Affymetrix, Illumina, Perlegen [13388014] (imputed)	N	total cholesterol change measurement, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0007806, http://www.ebi.ac.uk/efo/EFO_0004612	GCST90301995	Genome-wide genotyping array, Genome-wide sequencing [Various]
rs429358	2026-03-20	37985223	Archer DB	2023-11-20	Alzheimers Dement	www.ncbi.nlm.nih.gov/pubmed/37985223	Longitudinal change in memory performance as a strong endophenotype for Alzheimer's disease.	Memory decline in cognitive impairment (excluding comorbidities)	24,216 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	0.206687	2E-30	29.69897000433602		0.047044	[0.039-0.055] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	memory impairment	http://www.ebi.ac.uk/efo/EFO_0001072	GCST90448876	Genome-wide genotyping array
rs429358	2024-05-08	38658550	Cho C	2024-04-24	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/38658550	Large-scale cross-ancestry genome-wide meta-analysis of serum urate.	Serum urate levels	219,768 East Asian ancestry individuals, 677,373 European ancestry individuals, 132,182 individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	NR	6E-10	9.221848749616356		0.0198	[0.014-0.026] unit increase	NR [9487379] (imputed)	N	urate measurement	http://www.ebi.ac.uk/efo/EFO_0004531	GCST90319904	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Other chronic nonalcoholic liver disease (PheCode 571.5)	29,342 European ancestry cases, 403,367 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8595	2E-27	26.69897000433602		0.137	[0.11-0.16] unit increase	NR [44300000] (imputed)	N	liver disorder	http://purl.obolibrary.org/obo/MONDO_0005154	GCST90476084	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Symptoms concerning nutrition, metabolism, and development (PheCode 1002)	9,389 African American or Afro-Caribbean cases, 104,151 African American or Afro-Caribbean controls, 2,337 Hispanic or Latin American cases, 54,830 Hispanic or Latin American controls, 208 East Asian ancestry cases, 6,443 East Asian ancestry controls, 23,728 European ancestry cases, 402,423 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8485	3E-19	18.522878745280337		0.09835	[0.079-0.118] unit decrease	NR [44300000] (imputed)	N	sign or symptom	http://www.ebi.ac.uk/efo/EFO_0003765	GCST90479756	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Cholesterol in Medium HDL	434,646 British ancestry individuals, 8,796 British Central/South Asian individuals, 6,573 British African individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	8E-195	194.09691001300806		0.07	[0.07-0.07] mmol/L increase	NR [10413938] (imputed)	N	cholesterol in medium HDL measurement	http://www.ebi.ac.uk/efo/EFO_0021903	GCST90501182	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating PLA2G10 levels	51,682 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	1E-17	17.0		0.0652479	[0.05-0.08] unit increase	NR [NR] (imputed)	N	amount of group 10 secretory phospholipase A2 (human) in blood	http://purl.obolibrary.org/obo/OBA_2052843	GCST90860716	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Diseases of esophagus (PheCode 530)	189,441 European ancestry cases, 223,867 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8599	4E-12	11.397940008672037		0.04037	[0.028-0.053] unit increase	NR [44300000] (imputed)	N	esophageal disorder	http://purl.obolibrary.org/obo/MONDO_0003749	GCST90476045	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Chronic liver disease and cirrhosis (PheCode 571)	30,744 European ancestry cases, 401,215 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8594	9E-27	26.045757490560675		0.1316	[0.11-0.16] unit increase	NR [44300000] (imputed)	N	liver disorder	http://purl.obolibrary.org/obo/MONDO_0005154	GCST90476081	Genome-wide genotyping array
rs429358	2025-07-14	40545721	Sun Y	2025-06-21	HGG Adv	www.ncbi.nlm.nih.gov/pubmed/40545721	Genome-wide association studies and multi-omics integrative analysis reveal novel loci and their molecular mechanisms for circulating polyunsaturated, monounsaturated, and saturated fatty acids.	Monounsaturated fatty acids to total fatty acids percentage	239,268 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	3E-15	14.522878745280337				Affymetrix [13427944] (imputed)	N	fatty acid amount	http://purl.obolibrary.org/obo/OBA_VT0010046	GCST90502051	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating ENPP7 levels	69,386 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	9E-17	16.045757490560675		0.0489636	[0.037-0.06] unit increase	NR [NR] (imputed)	N	amount of ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (human) in blood	http://purl.obolibrary.org/obo/OBA_2052440	GCST90860388	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating IL32 levels	51,964 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	2E-32	31.69897000433602		0.0949799	[0.079-0.111] unit decrease	NR [NR] (imputed)	N	interleukin-32 measurement	http://www.ebi.ac.uk/efo/EFO_0802659	GCST90860730	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating TNFSF10 levels (id: OID00488_OID20611)	68,957 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-12	11.221848749616356		0.0490923	[0.035-0.063] unit increase	NR [NR] (imputed)	N	amount of tumor necrosis factor ligand superfamily member 10 (human) in blood	http://purl.obolibrary.org/obo/OBA_2052754	GCST90859847	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating FUCA1 levels	50,906 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-12	11.221848749616356		0.0307992	[0.022-0.04] unit increase	NR [NR] (imputed)	N	level of tissue alpha-L-fucosidase in blood	http://purl.obolibrary.org/obo/OBA_2050646	GCST90860617	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating GLB1 levels	50,247 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	8E-18	17.096910013008056		0.0675625	[0.052-0.083] unit increase	NR [NR] (imputed)	N	amount of beta-galactosidase (human) in blood	http://purl.obolibrary.org/obo/OBA_2052190	GCST90860170	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Free cholesterol in medium HDL	434,646 British ancestry individuals, 8,796 British Central/South Asian individuals, 6,573 British African individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	2E-127	126.69897000433602		0.06	[0.06-0.06] mmol/L increase	NR [10413938] (imputed)	N	free cholesterol in medium HDL measurement	http://www.ebi.ac.uk/efo/EFO_0022267	GCST90501186	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating GUSB levels	50,835 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	5E-17	16.30102999566398		0.0646001	[0.049-0.08] unit increase	NR [NR] (imputed)	N	level of beta-glucuronidase in blood	http://purl.obolibrary.org/obo/OBA_2050677	GCST90860646	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	Total Lipids in HDL	434,646 British ancestry individuals, 8,796 British Central/South Asian individuals, 6,573 British African individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	8E-133	132.09691001300806		0.06	[0.06-0.06] mmol/L increase	NR [10413938] (imputed)	N	total lipids in HDL measurement	http://www.ebi.ac.uk/efo/EFO_0022307	GCST90501115	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating CD99L2 levels	50,628 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	9E-27	26.045757490560675		0.0881692	[0.072-0.104] unit increase	NR [NR] (imputed)	N	amount of CD99 antigen-like protein 2 (human) in blood	http://purl.obolibrary.org/obo/OBA_2052109	GCST90860641	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating TNFSF10 levels (id: OID00769_OID20611)	50,455 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	4E-12	11.397940008672037		0.0564784	[0.04-0.072] unit increase	NR [NR] (imputed)	N	amount of tumor necrosis factor ligand superfamily member 10 (human) in blood	http://purl.obolibrary.org/obo/OBA_2052754	GCST90860104	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating CTSZ levels	77,683 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	8E-40	39.096910013008056		0.0850424	[0.072-0.098] unit increase	NR [NR] (imputed)	N	amount of cathepsin Z (human) in blood	http://purl.obolibrary.org/obo/OBA_2052411	GCST90859988	Genome-wide genotyping array
rs429358	2026-01-14	41044249	Zoodsma M	2025-10-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/41044249	A genetic map of human metabolism across the allele frequency spectrum.	3-Hydroxybutyrate levels	434,646 British ancestry individuals, 8,796 British Central/South Asian individuals, 6,573 British African individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	1E-85	85.0		0.06	[0.06-0.06] mmol/L decrease	NR [10413938] (imputed)	N	3-hydroxybutyrate measurement	http://www.ebi.ac.uk/efo/EFO_0010982	GCST90501101	Genome-wide genotyping array
rs429358	2026-06-19	42097137	Koprulu M	2026-05-06	Cell	www.ncbi.nlm.nih.gov/pubmed/42097137	Multi-cohort proteogenomic analyses reveal genetic effects across the proteome and diseasome.	Circulating DPP7 levels	70,471 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	7E-18	17.154901959985743		0.0561126	[0.043-0.069] unit increase	NR [NR] (imputed)	N	amount of dipeptidyl peptidase 2 (human) in blood	http://purl.obolibrary.org/obo/OBA_2052058	GCST90860385	Genome-wide genotyping array
rs429358	2026-07-09	42373625	Ometto S	2026-06-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/42373625	Hundreds of cardiac MRI traits derived using 3D diffusion autoencoders share a common genetic architecture.	Cardiac MRI latent phenotype (Z28_S4)	47,740 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	1E-10	10.0		0.0531432	[0.037-0.069] unit decrease	Affymetrix [15416981] (imputed)	N	cardiovascular measurement, magnetic resonance imaging of the heart	http://www.ebi.ac.uk/efo/EFO_0004298, http://www.ebi.ac.uk/efo/EFO_0022611	GCST90856872	Genome-wide genotyping array
rs429358	2026-07-09	42373625	Ometto S	2026-06-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/42373625	Hundreds of cardiac MRI traits derived using 3D diffusion autoencoders share a common genetic architecture.	Cardiac MRI latent phenotype (Z87_S3)	47,740 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	NR	9E-11	10.045757490560675		0.0490037	[0.034-0.064] unit decrease	Affymetrix [15416981] (imputed)	N	cardiovascular measurement, magnetic resonance imaging of the heart	http://www.ebi.ac.uk/efo/EFO_0004298, http://www.ebi.ac.uk/efo/EFO_0022611	GCST90856972	Genome-wide genotyping array
rs429358	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Type 2 diabetes (PheCode 250.2)	51,551 African American or Afro-Caribbean cases, 64,463 African American or Afro-Caribbean controls, 22,274 Hispanic or Latin American cases, 35,406 Hispanic or Latin American controls, 2,272 East Asian ancestry cases, 4,333 East Asian ancestry controls, 154,194 European ancestry cases, 278,454 European ancestry controls	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-T	rs429358	0	429358	missense_variant	0	0.8481	6E-16	15.221848749616356		0.05446	[0.041-0.068] unit increase	NR [44300000] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST90479885	Genome-wide genotyping array
